frame,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,frame_rate,frame_width,frame_height,gesture,gesture_index,distance_0_1
10,-0.1828539674391191,0.7556589024176674,-0.590410056560396,-0.4082524298585744,0.6217503984640389,1.6477889817985905,-0.6082929486460922,0.6800959605334402,1.594507180162503,-0.6655018827994106,0.8052720028841795,1.5627345962141115,-0.6905053179608754,0.8477786021606956,1.5119482661238945,-0.5785680922509687,0.918706784739045,1.0648387018876992,-0.7334314208185518,0.9619778734468927,1.152205920082779,-0.8137524855185223,0.9363176108100421,1.1955312096649229,-0.8712412267468747,0.8839231056330985,1.2093515992885788,-0.5123086129188072,0.9617842794864906,0.7531165212259637,-0.6966236843385682,0.9969538589814223,0.9665962243317887,-0.7973944728091943,0.9744102729642771,1.093046892826758,-0.8672984843168454,0.9298680114847481,1.112164970264904,-0.48693483317085196,1.0017636293803114,0.4034544111300035,-0.6458288754209811,1.0267001620667149,0.8496185091622317,-0.7481447504212688,1.0067451510941383,0.9838433016955107,-0.8137555050207105,0.9748494094501508,0.9917061647947071,-0.49180941918879145,1.045358177462499,0.07411612930351633,-0.6010012156006788,1.0436785121092855,0.5776870239355709,-0.6730754233220732,1.015246904983807,0.6941033400820437,-0.733615491878078,0.9843882724010077,0.705979055364336,30.0,640.0,480.0,SLEEPING,1.1454162102037482,2.253501916929126
11,-1.0120273946944442,-0.30877503456941496,-0.672847431712984,-1.326907527472212,-0.3232249002426683,0.738922177238882,-1.352422716053133,-0.05205524166557074,0.692445510552117,-1.2522180331928208,0.17272300152671777,0.7244627617750681,-1.1746062437084552,0.33315588051822986,0.7413854640813375,-1.2432950740739417,0.5528772121398153,0.06828911662707637,-1.1328576856009702,0.7330457444456057,0.3463422835145354,-1.0535661950679864,0.7991016759657928,0.5445842327446991,-0.9930267109346836,0.8249993994167449,0.6472360596824936,-1.1385963803772543,0.6443100022045715,0.13473398581276602,-1.0563122311683688,0.8332872760117145,0.38103797951991747,-0.9899827297003712,0.9004935629770643,0.6156155928397725,-0.9323606990164346,0.9255065550668193,0.736278696773577,-1.00229231889073,0.6782544674276253,0.42417635224187256,-0.9573451812733852,0.8728153961127058,0.6559667881957034,-0.9202099808970424,0.947919920092948,0.8554067292505522,-0.8884479064992554,0.9815953303127186,0.94689384684413,-0.8486845039041446,0.6701107696925722,0.7826509091304908,-0.8305265544259491,0.8625088460867392,0.9115960786770606,-0.8251822600855637,0.958775231958617,0.9761892351174438,-0.8228281618784928,1.0148870143441588,0.9950153418745252,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.4465309279086376
12,-0.19391651947780456,0.7061722975760462,-0.5425110985472588,-0.41957801533959166,0.6001694786374917,1.429182368523897,-0.6234015822576904,0.6890227052918536,1.368836057513303,-0.6822537407937344,0.823278561618913,1.3177350480315968,-0.6987129929808552,0.8658667434691592,1.2753123163254767,-0.6142984307982908,0.8900823489737787,1.1221437663099612,-0.7602160473758937,0.9389835130194542,1.1990563479656617,-0.8324822373096574,0.921864443944852,1.230714937328885,-0.8816686379830477,0.876583893529199,1.2388725815158246,-0.555675280572306,0.9260129725526758,0.9190074752111618,-0.7334775490186874,0.9751971688407464,1.076330378604093,-0.8209614133047699,0.9632501095336671,1.1971459545052656,-0.8772798158068011,0.9257758631193888,1.2243291964480076,-0.5314137465089243,0.9538701524255891,0.6459964146103583,-0.6865633955183679,0.9864756146533095,1.0068819608318107,-0.7767651731551938,0.9776693234721026,1.114639545758652,-0.833477739192256,0.9526397036063456,1.113100258059153,-0.5300772233531561,0.975857070081365,0.31715190116688574,-0.630013179301801,0.9799056472566124,0.7745291613930698,-0.6967161991033162,0.958479946906121,0.8691307789471024,-0.7532733646115308,0.9289872131772958,0.8688350750417286,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.9873939811795178
13,-1.0609021688989384,-0.4192843816181545,-0.674856069509357,-1.4050229332281388,-0.44137151023773075,0.8681501203356403,-1.440658817912158,-0.1384102640452556,0.812558493041357,-1.3394455464587756,0.1072925039376046,0.834349981042032,-1.250328347371091,0.2789562596069312,0.8392187860298246,-1.3115233637610286,0.5173834254436929,0.20616287276973572,-1.189959220093518,0.7194188876785047,0.5107979887228999,-1.1000620165840873,0.7970599575723464,0.7169212711219836,-1.0326218264044544,0.830529646559224,0.8237247053942729,-1.1879853586146918,0.6104913898070765,0.26945659624905205,-1.0917625376327316,0.815776029609124,0.560455686972519,-1.0146016781037017,0.8924427060985521,0.8147641994599203,-0.9501023085435284,0.9258122711223677,0.9414176752619854,-1.0334722623267933,0.6407234491868747,0.5438661532460577,-0.978358325666245,0.8501455690073733,0.8341232644482405,-0.9347214191428193,0.9286952823389599,1.0402709348589227,-0.897669174173472,0.9661408109576155,1.1264302420943269,-0.8673688825414338,0.6220938898709532,0.8699838037847974,-0.8475584775635691,0.8254237249307589,1.0717517935060794,-0.840025570034779,0.9230220692457626,1.149192766389159,-0.8360448840386365,0.9822761767018241,1.1683294756718379,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.5810676910218444
14,-0.19984747533981156,0.7137082418550655,-0.7907628703292797,-0.4605721657369312,0.5904391387938168,1.7171458894547853,-0.6676582796529702,0.6704797987840715,1.6959354748337694,-0.72903179838118,0.7884302740066187,1.6699989804469353,-0.7565088424864237,0.837853326234479,1.6330727305024242,-0.6376978892165837,0.902896475781679,1.418623234599365,-0.7864223558426063,0.9622344167129889,1.506417241602692,-0.8539505132186331,0.9487484467073771,1.5225296010014642,-0.8991653654167908,0.9045286616726369,1.516508066153407,-0.5688359026028693,0.9316200056387693,1.1808149237171446,-0.747058312458242,0.9848393525169273,1.3874703164339584,-0.8297160760219005,0.9783615796134945,1.5182619282230627,-0.8808879860043175,0.9451151828696964,1.5347133462920122,-0.5349184546305339,0.9568011623355074,0.8311553820997155,-0.6916615972976149,0.9955881536257435,1.2664342395251984,-0.7808269835249492,0.9918265456673905,1.404148592989062,-0.8304945403731038,0.9714630956164969,1.3906271769879552,-0.527936967175609,0.9715613039076966,0.39150015197307225,-0.6355878371052841,0.9919998436338097,0.9141434046054379,-0.7031094688015225,0.9776440378568075,1.0306615521150235,-0.7578095974458895,0.9556059655658558,1.023199407927529,30.0,640.0,480.0,SLEEPING,1.1454162102037482,2.5244363694404828
15,-1.0705943419363178,-0.44739595791261094,-0.7536316332036344,-1.4192082093511285,-0.39991380889859235,0.829573601175214,-1.451258490359984,-0.08370189209934535,0.7577917207570025,-1.3402079600664332,0.1686807823146521,0.7763259526687744,-1.2415173384709475,0.34674368393733157,0.7763674240180146,-1.3195497751665086,0.5377720427353364,0.022390766243687816,-1.1992001176864833,0.7405743539915419,0.3571962646703522,-1.108387324699533,0.8193783805213816,0.5983095005028284,-1.0364429559925061,0.8573693867790438,0.7250968993114101,-1.1983773627173184,0.6233146076948194,0.06056289535133666,-1.1115214268255131,0.8358535121214927,0.3925362759882087,-1.0368724779095022,0.9184700013762136,0.6810138254771448,-0.9718211779885194,0.9590638947896244,0.8299194022700749,-1.0443363245189925,0.6482405032082491,0.3460708824507767,-0.9957679719871763,0.8662085118831496,0.6823595282491531,-0.9519662469165819,0.958845596160173,0.9140474453499591,-0.9124662195303797,1.0074259883461067,1.0142341713744183,-0.8764918300810385,0.6252286478836142,0.7301710742438616,-0.8586557573440613,0.8463289733889233,0.9347290228899067,-0.8513569782991769,0.9601390665176274,1.0151218561416844,-0.846824369856327,1.0304598607195818,1.0413840465923372,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.6218276718546534
16,-0.21602478429489952,0.6972537290413474,-0.6847735078002286,-0.44369924472674044,0.552234548369694,1.6174747206911517,-0.6430587311405458,0.6582202290896615,1.5855231720757232,-0.703545183890767,0.7999104659676074,1.5501117366167212,-0.7203096806652796,0.8547256395642617,1.509523072802721,-0.6480151158868941,0.9016901470554224,1.3325888378668687,-0.7899795510153931,0.9582175771624573,1.4100934360084683,-0.852705596712426,0.9420601027049349,1.4281355051519988,-0.895187223787192,0.897568908586554,1.4258111195126122,-0.5886055307249413,0.9308686396357669,1.1259893422272693,-0.7586318367290269,0.9832178657008157,1.3006806561606865,-0.8343920958731679,0.9746382047929336,1.431488679236811,-0.8822797997035863,0.9411100246183249,1.4553128177927792,-0.556036644543811,0.9519642914144525,0.8211053963499353,-0.708650637967515,0.9941788579856241,1.2057847804249295,-0.7908510546721806,0.9896807505131734,1.342725110456633,-0.837405269530952,0.9689878108465727,1.3434199290025055,-0.5467936865962876,0.9649183368532064,0.4301178741051806,-0.6529116442640864,0.9874411774244211,0.8998772599409179,-0.7173411374739588,0.9713362271516384,1.0089882749664765,-0.7686654600040261,0.9465386483905709,1.0085307067773623,30.0,640.0,480.0,SLEEPING,1.1454162102037482,2.31801922517638
17,-1.085151714052801,-0.45290826251091104,-0.7403698016454376,-1.4368513978609987,-0.3696269650768353,0.7543273057625809,-1.4733427289796428,-0.037043789324745655,0.6929282676950189,-1.3577533351091247,0.22221997152259806,0.7182992765018068,-1.250847195346281,0.4024997343835214,0.7314737677386157,-1.3508176141359203,0.5629425410548867,0.02991530928664378,-1.2346233817659356,0.7740205142274283,0.36029444061996246,-1.1416966737117553,0.856174760814232,0.6023348751989478,-1.0665576391016889,0.8971173433420739,0.7333922974377984,-1.224514373422797,0.6399300097963848,0.12004538868969408,-1.14069559513192,0.8622958841948921,0.4166622887637607,-1.0642904239471658,0.9436980703960666,0.6913357367685646,-0.9958407975993498,0.9851423080989671,0.8412385934543676,-1.064718662304084,0.6575175723149541,0.45796701268977885,-1.0118096088391613,0.8861447008649799,0.7283958741927958,-0.9630572132720377,0.9807255434918589,0.9200203618257333,-0.9197249070787232,1.032713789695394,1.0129487870643108,-0.8922646423279348,0.6273337172204764,0.876204002563475,-0.8687335045790602,0.8548615300572403,1.0073376523124489,-0.8604971466135605,0.9689775884794914,1.0402431775287961,-0.8554897202210592,1.0402310192066413,1.0489938286737883,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.5377736780771696
18,-0.23691152917153285,0.6838822970949759,-0.8605725867136061,-0.4842976898881035,0.5562167770636485,1.940949104283769,-0.6843240197262592,0.6510189552477723,1.950958160109205,-0.7484008971182083,0.7944778561295343,1.9353601685075823,-0.7666398347782073,0.8478796640041012,1.9026340333124068,-0.6590739692005053,0.8993182796788127,1.6922416992394183,-0.8000991457866949,0.9615850415706827,1.8343334793326005,-0.8676067716618734,0.9560616379018362,1.87951881559406,-0.9127215435270366,0.9207282268204247,1.880332372038965,-0.5989352098530881,0.920444150570347,1.45713039357039,-0.771144496482397,0.9792994025637086,1.7094458001786177,-0.8506905742066257,0.9834853582142331,1.8501603415736094,-0.8974803568084686,0.9649617133485275,1.8644284575808496,-0.5692255197747631,0.9398559090089479,1.086338517230581,-0.7213609050800548,0.9818028821122208,1.5273111812439262,-0.8079226101622345,0.9900507550349869,1.643626738366646,-0.8574510205713104,0.9831980111155287,1.608646796632985,-0.5673927817100767,0.9501799732598792,0.6029217203651127,-0.671746338657717,0.9756907387259474,1.1147342170885959,-0.7375829491942816,0.9720633627999224,1.2188180676154292,-0.792911529032749,0.9590854345364518,1.198627436943613,30.0,640.0,480.0,SLEEPING,1.1454162102037482,2.815319197293221
19,-1.1081330945152355,-0.5178883920999966,-0.7972524686541856,-1.4685027382800597,-0.42386999901529115,0.8292661042482186,-1.5089925768398316,-0.046564975446689146,0.7420385424895298,-1.392771447281141,0.24335246204429944,0.7439007237177495,-1.2803825967367037,0.44451291705546037,0.7339438547144203,-1.3744770211534196,0.5422763246355669,0.05187718252405421,-1.2644739069940798,0.7653468131239684,0.40889198976088303,-1.1788115485624207,0.8613775830590514,0.6594919744437574,-1.1093408538804628,0.9100850473222815,0.7928953540311863,-1.2474118562392007,0.6224593217741013,0.1022489450552092,-1.1724077959450454,0.8576701071050961,0.42983200758129053,-1.104507960460484,0.9521637749215937,0.7116893327658018,-1.043492159282351,1.0034710973238437,0.86034512901444,-1.086101762314663,0.637880510488192,0.3982212082122077,-1.041226937852127,0.8726964616932743,0.7184966648830349,-0.9980655305221322,0.9659071656756257,0.895686123644353,-0.9597570088552305,1.0160345725800752,0.9731265307493129,-0.9113409739936544,0.6019448037076262,0.7919303668253914,-0.8874791978050042,0.8208770127007996,0.9867543812945724,-0.8775598961900979,0.9257272809188863,1.0267073374287055,-0.8723260179431709,0.9886299025971077,1.0313963005300715,30.0,640.0,480.0,SLEEPING,1.1454162102037482,1.6686127191118645
20,-0.22760969018736416,0.7038939639534911,-0.9989244204434307,-0.4544995724455973,0.5757880593006753,2.006009553022485,-0.6414593784069853,0.69021978388524,2.056238730028249,-0.6921928073417202,0.8354860806628055,2.0667398992100323,-0.7077319068863331,0.8921289363944451,2.0504936280648125,-0.6458713422539383,0.9234875327092879,1.8563621178220264,-0.7887289138490421,0.9844735110927143,2.004840203395284,-0.8613297562150056,0.9768440046560508,2.0375395746546126,-0.9127758938491106,0.9426136683832401,2.0270535677552806,-0.5894746077151272,0.9402799987817393,1.6651048305234575,-0.7589515132336906,0.9930737723843156,1.919129116240661,-0.8431108709104104,0.9976505303421829,2.0331210123920758,-0.8954727875165774,0.9769491178102688,2.0256531453468782,-0.5651148745679699,0.9553941366648087,1.3255755352673073,-0.715580060008846,0.9965007049893807,1.729740713205794,-0.8050311963115058,1.007482271734004,1.793201232625309,-0.8570029260071346,1.0034657507289606,1.7295195752557324,-0.5702389978979981,0.9598152256800646,0.8368837339190697,-0.6727334554424554,0.9840481857496515,1.2823713025002212,-0.7395246984031886,0.9827846683853069,1.3429694925785247,-0.795605991326062,0.9733901086701887,1.2983500669006949,30.0,640.0,480.0,SLEEPING,1.1454162102037482,3.016209264352811
